sample_idx,natoms,time,memory,energy_mae,energy_mae_per_atom,forces_mae,hessian_mae,hessian_mre,asymmetry_mae,true_asymmetry_mae,eigval_mae,eigval_mre,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval_mre_eckart,eigval1_mae_eckart,eigval1_mre_eckart,eigval2_mae_eckart,eigval2_mre_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart,eigvec_overlap_error,freq_mae_400_4000,freq_mae_400_4000_dataset
31,15,607.7122802734375,1079.902208,9300.044921875,620.0030517578125,0.04772096872329712,0.14500942826271057,1.3503953218460083,0.16798990964889526,4.315812839195132e-05,0.5181620121002197,3.8924694061279297,5,0,0,0,1,3,0,0,0,1,0,0.09188592461727514,0.19461934017150023,0.3158253904352861,0.12906854062160952,0.13495194894528342,0.5838398241667304,0.9948871870311176,0.9227137377191574,2.7861182759671204,144.333799991556,
32,15,623.9700927734375,915.210752,8392.7822265625,559.5188598632812,0.0768791139125824,0.1284814178943634,1.9796322584152222,0.11981260031461716,5.1175135013181716e-05,0.533737301826477,2.1552577018737793,2,0,0,1,0,1,1,0,0,0,0,0.16725165731182717,0.876281072543612,2.9570849646193746,0.2941138567785877,0.10133578028343768,2.657371744387718,0.9981801221498039,0.5771043858581846,2.637182301628343,457.298233828287,
33,17,735.5380859375,987.241472,10909.2919921875,641.7230834960938,0.09832353889942169,0.09221764653921127,11.210725784301758,0.08643031120300293,3.147270035697147e-05,0.20920170843601227,0.7802791595458984,3,0,0,0,1,2,0,0,1,0,0,0.05236898296405802,0.4297114965765729,0.11642658684060436,0.3740632222528403,0.0447186224476242,0.3175607291019594,0.9889456945357676,0.9945375585614807,3.0699538991694895,174.77936997431755,
34,23,1579.9990234375,1326.504448,10460.9599609375,454.8243408203125,0.03670339286327362,0.06841106712818146,1.9053434133529663,0.0707128643989563,1.225403138960246e-05,0.23947899043560028,0.6771316528320312,5,0,0,0,1,3,0,0,0,1,0,0.09267776787671614,4.713498779858133,0.04594748521660291,0.08974977719963863,0.1262874236312459,0.4402698762630977,0.9878779887798804,0.9973178747960927,3.47665363147661,115.96858701662683,
35,19,992.6019287109375,1369.389056,10942.974609375,575.946044921875,0.04854350537061691,0.06071310117840767,1.2934768199920654,0.06520655751228333,2.0472260075621307e-05,0.25333935022354126,0.48024770617485046,4,0,0,0,1,4,0,0,0,1,1,0.06423381661295513,0.13135846685944588,0.09175518520847298,0.2298410586270161,0.1521577453785936,0.5459289450876614,0.9275909480726623,0.8587621738956248,3.377140437860776,99.93344497955955,
36,16,655.1224365234375,1078.912,11346.5732421875,709.1608276367188,0.013275994919240475,0.043620042502880096,1.424446940422058,0.05301694944500923,3.6251589335734025e-05,0.13190951943397522,0.33908790349960327,3,0,0,0,1,2,0,0,1,0,0,0.05929064780525571,0.27060410330066453,0.02373022141979375,0.047263599726143316,0.014012964568179354,0.359261341037006,0.9969604104021186,0.9811238670497282,3.934423558624788,431.77671708919246,
37,17,729.6747436523438,1010.455552,10344.3291015625,608.4899291992188,0.01227322593331337,0.037559617310762405,1.2617990970611572,0.036690980195999146,2.499067886674311e-05,0.15890571475028992,0.29397687315940857,2,0,0,1,0,1,1,0,0,0,0,0.10223748953769948,0.10387690476466997,0.2325404952214278,0.8671517761181861,0.021196192659844494,1.5611320950140912,0.06162545459385979,0.7400761717709324,4.912016469183066,260.05862989533404,
38,22,1395.730224609375,1275.584512,13380.296875,608.1953125,0.0887414738535881,0.11891426146030426,9.49036979675293,0.12273766100406647,5.692865306627937e-05,0.45229145884513855,0.9238248467445374,3,0,0,0,1,1,1,0,0,0,0,0.11806326064404725,1.0054657223282695,0.8122575600377218,0.30818006806355136,0.05328581652082866,1.4434272872309875,0.9940564570720118,0.9537220721931337,5.014868463510448,238.35910982827173,
39,12,533.6608276367188,1062.851584,9242.03125,770.1693115234375,0.08546757698059082,0.16907013952732086,0.9640854597091675,0.16953983902931213,4.054956662002951e-05,0.6320862770080566,3.5470669269561768,1,0,1,0,0,1,1,0,0,0,1,0.12156921516999658,1.1270340966693435,0.03052946480288838,30.228429418655814,0.026148926564911627,1.8760198192802704,0.30764219656295827,0.38760351334541165,2.3709583860659516,383.49769090121436,
40,16,660.3560791015625,865.758208,8863.4072265625,553.9629516601562,0.03392265737056732,0.07362964749336243,2.9102325439453125,0.0799257755279541,3.829591878456995e-05,0.2383546233177185,0.7479606866836548,5,0,0,0,1,3,0,0,0,1,0,0.08302315251345979,0.19829884571723314,0.03357708418827965,0.058177445013830945,0.06957660660867869,0.7008925753326616,0.9907278112084107,0.8688311392305139,2.8754895637179327,9.676197904765786,
41,26,2185.01025390625,1469.7728,12540.728515625,482.3357238769531,0.046759143471717834,0.05637861043214798,1.838753342628479,0.061638567596673965,1.3252401004137937e-05,0.2897796630859375,1.2111802101135254,7,0,0,0,1,5,0,0,0,1,0,0.1386108588163236,0.21317440303962687,1.9284255501645715,0.6609771501928166,0.046386534832382115,0.3614997418396119,0.9864840828775874,0.6336079836217726,6.524180495195116,241.4968740334817,
42,25,1982.0216064453125,1818.045952,11504.9453125,460.19781494140625,0.01043373066931963,0.018543744459748268,2.66733455657959,0.019473157823085785,5.8191485550196376e-06,0.09697015583515167,2.291834592819214,4,0,0,0,1,1,1,0,0,0,0,0.079100249215846,0.3398126249502425,0.20762250998801973,0.8802521766903028,0.10616528303993072,1.0670332349174065,0.9105510160422747,0.42139214579893913,4.985666553078513,189.48204133520025,
43,19,988.6904296875,1466.37824,8355.7529296875,439.7764587402344,0.256557822227478,0.15629009902477264,8.364093780517578,0.1151895672082901,2.3985770894796588e-05,0.37025585770606995,11.218395233154297,4,0,0,0,1,1,1,0,0,0,0,0.17445418768957238,0.3256606613385897,0.2677316291434924,0.7270638341193835,0.2909231863448691,1.045416377419319,0.6590616647432377,0.1331910706444759,4.74271247032566,597.2653725623467,
44,19,978.4575805664062,1211.226112,9828.7783203125,517.3041381835938,0.01758985035121441,0.03737008944153786,2.240170478820801,0.043059878051280975,1.5179187357716728e-05,0.0985565036535263,1.4337416887283325,4,0,0,0,1,1,1,0,0,0,0,0.04215150768216018,0.19574296095553045,0.05902427259307055,0.7595527849685457,0.051664433467639145,1.0477316688517673,0.994109559331834,0.03448479284651357,3.935214031809063,177.88349821614287,
45,21,1234.8590087890625,1301.529088,9862.171875,469.6272277832031,0.02119390293955803,0.041374072432518005,2.2242283821105957,0.047906916588544846,7.989588993950747e-06,0.08957036584615707,0.6718332171440125,2,0,0,1,0,2,0,0,1,0,1,0.060891680194502695,0.04921026735681135,0.02301588507073419,0.30297860048681563,0.06229050587072603,0.8880926602447307,0.7821483136778662,0.09408594279982979,3.95392266014263,91.34777968577954,
46,16,658.4780883789062,1159.136768,10232.3466796875,639.5216674804688,0.09268708527088165,0.12684567272663116,1.1949483156204224,0.11020426452159882,8.665103086968884e-05,0.5167112350463867,1.8826230764389038,4,0,0,0,1,1,1,0,0,0,0,0.0854098620129941,0.34955385991659477,0.18742284880340399,0.15170507532805347,0.06411218890000331,1.1030153644812277,0.990132663087182,0.8706126172555901,2.8298800249415828,100.91825823971053,
47,15,624.2754516601562,941.339648,8289.576171875,552.638427734375,0.08923958986997604,0.12467668205499649,1.8985326290130615,0.13359937071800232,3.0217082894523628e-05,0.3017628788948059,4.727622032165527,3,0,0,0,1,2,0,0,1,0,0,0.06834280654215921,0.26648373362187316,0.15528169258099084,0.33979559406117527,0.060742233447161766,0.8682384472512784,0.97860581902989,0.6905764543381808,3.411464620142395,224.38416942522068,
48,14,572.1333618164062,878.025728,11313.052734375,808.0752563476562,0.028133051469922066,0.07972656190395355,2.9384305477142334,0.09275222569704056,0.00010338283755118027,0.26930826902389526,2.1458592414855957,5,0,0,0,1,3,0,0,0,1,0,0.07197860111511102,0.1983237660408112,0.06934020678087734,0.4713767419485929,0.04624861436284864,0.7839740303253008,0.8742644888424269,0.863917408624849,3.88571466459749,220.21290154722163,
49,14,582.6744995117188,847.289856,9275.416015625,662.5297241210938,0.066045381128788,0.10613235831260681,1.6204098463058472,0.1081610694527626,2.3702983526163734e-05,0.604465901851654,3.1686713695526123,6,0,0,0,1,3,0,0,0,1,0,0.1776029064752134,0.6832243261441595,0.3632726295952009,0.6322199273455801,0.23377263483722388,0.843236620732889,0.9916932794398082,0.28613184646751044,4.396639599990095,580.1604895882433,
50,10,416.7987060546875,722.267648,6621.99560546875,662.1995849609375,0.04178469255566597,0.13577808439731598,2.14017391204834,0.13066928088665009,9.621726348996162e-05,0.4067978858947754,1.4862180948257446,2,0,0,1,0,1,1,0,0,0,0,0.09153090565751056,0.2004393426000962,0.03044008939017509,0.18056446177989044,0.05000593202973033,3.9368635206193265,0.993746469093561,0.996798592873404,2.1296763245740347,157.11643236809232,
51,24,1772.446533203125,1194.544128,11941.826171875,497.57611083984375,0.026317322626709938,0.03844309598207474,2.0286002159118652,0.04684938117861748,1.1769180673582014e-05,0.15916910767555237,0.9062823057174683,4,0,0,0,1,2,0,0,1,0,0,0.08857674281841045,0.14926976781223428,0.023047229293758825,0.2722457218600027,0.045903825015348024,0.7026193218953928,0.9797643533506286,0.7182079877260558,5.044796431028251,238.87972781302048,
52,22,1413.0093994140625,1559.04512,11001.3173828125,500.0599060058594,0.007511946838349104,0.02159142680466175,1.3008155822753906,0.02423061616718769,1.6260717529803514e-05,0.12567046284675598,5.126735210418701,4,0,0,0,1,0,0,1,0,0,0,0.058748238061135556,1.1390231220365392,0.12358764856640952,1.028010992436866,0.05809433378769679,1.2609214821276227,0.86861392002035,0.5099854869058391,3.0869967417003887,186.87426836592275,
53,11,494.1710205078125,1031.980032,8564.3857421875,778.58056640625,0.2371690720319748,0.35613346099853516,1.2226977348327637,0.38539648056030273,0.00027774125919677317,0.7757063508033752,1.3955422639846802,2,0,0,1,0,2,0,0,1,0,1,0.19968744067739472,0.19004338258974474,0.3122052805347799,0.07551299239447958,0.053539341564269344,0.34054908865857253,0.9888409889407659,0.9677489878884082,3.7340606525676,258.48907161344187,
54,17,730.7000732421875,875.497472,9899.01953125,582.2952880859375,0.06431223452091217,0.10094137489795685,3.2122395038604736,0.1203591525554657,2.5521168936393224e-05,0.23767827451229095,12.257920265197754,4,0,0,0,1,3,0,0,0,1,0,0.06120072159622904,0.08943469147793287,0.2294037138772188,0.33877992322699396,0.12924468089641963,0.8276501205696201,0.9915155872517607,0.8540843960080903,2.176580213329383,83.5660698761572,
55,20,1103.1868896484375,1173.853184,10967.9775390625,548.3988647460938,0.03334767743945122,0.052393194288015366,1.7009764909744263,0.05714179947972298,1.6418729501310736e-05,0.17515242099761963,0.4621509611606598,2,0,0,1,0,1,1,0,0,0,0,0.067588713065971,0.15581686066105666,0.13411492209793968,1.9414314247696165,0.029633226606554087,2.1590470765368788,0.7224600230582081,0.6645993202557842,3.5004955037953858,247.24281327163592,
56,14,572.985595703125,1039.87456,8161.17333984375,582.9409790039062,0.02776915766298771,0.06331488490104675,1.3650456666946411,0.06898246705532074,1.4434055628953502e-05,0.17773844301700592,1.783766508102417,2,0,0,1,0,2,0,0,1,0,1,0.06367182345456178,0.04975775637755632,0.1425548266511294,0.6460834034127877,0.007785759720742302,0.13901327430919588,0.9889197840338946,0.9715016368796932,1.8596230591699445,161.65736816089202,
57,17,734.7698364257812,957.884928,9437.2275390625,555.1310424804688,0.008483911864459515,0.029277727007865906,60.244930267333984,0.03146892786026001,1.7283055058214813e-05,0.11218344420194626,5.878856658935547,3,0,0,0,1,2,0,0,1,0,0,0.05291400317382242,0.1943615006038192,0.028650880771579235,0.22784463282334766,0.06017769019371619,0.857250125495041,0.9339731989993868,0.037165234862174684,4.528192392219469,343.1440910490025,
58,22,1399.485595703125,1279.29088,12473.62109375,566.9827880859375,0.017721028998494148,0.03901255503296852,5.892265796661377,0.04286012426018715,1.8795601135934703e-05,0.15181593596935272,2.131580114364624,3,0,0,0,1,1,1,0,0,0,0,0.07957548845371108,0.19349928144995054,0.05693805334773208,0.49665916826413437,0.05966374846664424,1.1008615403009023,0.9832737278790767,0.9079746724323521,3.8775905017437267,218.39481341291994,
59,14,632.9057006835938,1124.954112,8829.900390625,630.7072143554688,0.0817834883928299,0.12668423354625702,4.4962897300720215,0.11779240518808365,0.00016709041665308177,0.22725403308868408,1.1410951614379883,4,0,0,0,1,1,1,0,0,0,0,0.0680060549931299,0.7140315390402088,0.1602353881473939,0.1563522100792619,0.10678141406000712,1.0578142132832948,0.9800003673312014,0.22818506451182138,2.155378030530271,157.4186160422837,
60,13,530.5333862304688,810.520064,9370.3798828125,720.7984619140625,0.009672421962022781,0.06040659546852112,2.7683255672454834,0.0774092823266983,4.3836338591063395e-05,0.14133001863956451,0.446317583322525,0,1,0,0,0,0,0,1,0,0,1,0.052696840240880075,0.028672359392387336,0.008331713420300507,0.17962594891031358,0.001567337091255297,0.019361545427066255,0.9944030337110492,0.9902429615088523,1.7377727059289028,100.64893696859615,
61,10,422.45428466796875,693.991424,7736.2392578125,773.6239624023438,0.011847248300909996,0.08967664837837219,1.6658974885940552,0.11024924367666245,0.00011734147847164422,0.22341012954711914,4.9089789390563965,2,0,0,1,0,1,1,0,0,0,0,0.10012471492300816,0.3451900145806333,0.03204562919420148,0.16322881274065276,0.025955468618955473,6.563952295662222,0.9786712845824441,0.9786934410816718,2.0463146051487486,528.5414350282527,
