sample_idx,natoms,time,memory,energy_mae,energy_mae_per_atom,forces_mae,hessian_mae,hessian_mre,asymmetry_mae,true_asymmetry_mae,eigval_mae,eigval_mre,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval_mre_eckart,eigval1_mae_eckart,eigval1_mre_eckart,eigval2_mae_eckart,eigval2_mre_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart,eigvec_overlap_error,freq_mae_400_4000,freq_mae_400_4000_dataset
212,17,734.130126953125,1048.002048,10909.630859375,641.7429809570312,0.08130300045013428,0.11101158708333969,3.001972198486328,0.10951372981071472,7.45062789064832e-05,0.3142959773540497,2.6720693111419678,4,0,0,0,1,2,0,0,1,0,0,0.0639157654817445,0.8932599002793015,0.049417581797893795,0.09070905811200872,0.031636595045551705,0.246437623579171,0.9699498022891339,0.9623598395988382,4.296336430148326,222.88677978685138,
213,22,1405.0252685546875,1274.784768,11001.2568359375,500.05712890625,0.01683691516518593,0.034120213240385056,15.072021484375,0.038896143436431885,1.727710332488641e-05,0.14668035507202148,0.41275644302368164,4,0,0,0,1,3,0,0,0,1,0,0.06443322572312081,0.12899943640960412,0.038418724641657215,0.1877816661569482,0.0860818155006354,0.5647766827689696,0.9831250518101229,0.97689878698463,2.86907381526391,188.6482340710721,
214,23,1596.053466796875,1515.920384,10461.0546875,454.8284606933594,0.04186207428574562,0.0740705281496048,5.259119033813477,0.07930425554513931,1.1083455319749191e-05,0.35012128949165344,2.616384506225586,9,0,0,0,1,5,0,0,0,1,0,0.11722584108308243,0.49195559405710587,0.07495785098049909,0.24084647752578417,0.14733039236258688,0.7268109349249913,0.9812444521605381,0.8945755400195683,7.2232290267776325,168.090193211539,
215,15,661.296142578125,1204.104192,9300.3251953125,620.021728515625,0.030123012140393257,0.0680403783917427,2.1013338565826416,0.06075321137905121,2.4848248358466662e-05,0.3441794216632843,0.855715811252594,2,0,0,1,0,1,1,0,0,0,0,0.09042509322108827,0.07242347492228325,0.07352739319437715,0.4956408007659344,0.04343303786619896,1.1353547449935413,0.9960647456115242,0.9961213192761399,3.9502194231416814,131.5471233408386,
216,14,577.3916015625,881.199104,11313.1162109375,808.0797729492188,0.043098654597997665,0.11428739875555038,1.419173240661621,0.12231367826461792,3.16017831210047e-05,0.3693615198135376,1.4958148002624512,2,0,0,1,0,1,1,0,0,0,0,0.07911395037394338,0.10323987881509081,0.270407240772954,0.9699551207461345,0.037345119081122466,1.117271021279283,0.7810837290067318,0.7718845186276998,1.8213069428896471,171.03914672664118,
217,19,973.3844604492188,1051.907072,10943.142578125,575.9548950195312,0.02990546077489853,0.05477061867713928,1.110579252243042,0.06864747405052185,2.4987604774651118e-05,0.14883165061473846,1.433045506477356,2,0,0,1,0,1,1,0,0,0,0,0.06297930715258573,2.3289980053851096,0.03110101072149063,0.024970668956392092,0.04925709238975381,104.29638337820697,0.998450609635366,0.2103324884001897,3.4769242705738987,353.8685215006036,
218,12,498.77081298828125,946.832896,7220.642578125,601.72021484375,0.007120504043996334,0.049866218119859695,2.488269329071045,0.05080794915556908,3.2615131203783676e-05,0.1996975541114807,19.83032989501953,2,0,0,1,0,0,0,1,0,0,0,0.053669677461039615,0.2426203847853908,0.05405637085044463,1.1781653949543234,0.13847345320491167,4.683026213296992,0.9460341507902342,0.9432200732546328,1.9750124246958967,279.13622598179774,
219,22,1413.123046875,1135.01952,11001.3056640625,500.0593566894531,0.011915626004338264,0.033171094954013824,5.472952365875244,0.036939967423677444,6.7029704950982705e-06,0.16430158913135529,1.2021526098251343,2,0,0,1,0,1,1,0,0,0,0,0.11188881845527097,0.24900806061278802,1.2525271592846539,0.9970052819387009,0.07308331960576928,1.5384461163527643,0.11863186990163967,0.23631611088515003,4.839800898676954,406.7109051282696,
220,27,2421.09033203125,1756.338176,13113.6044921875,485.6890563964844,0.07463716715574265,0.06263794004917145,4.107292652130127,0.05642270669341087,9.641684300731868e-06,0.4760083854198456,2.83235764503479,6,0,0,0,1,3,0,0,0,1,0,0.294126588640766,0.3208396394017268,2.544459408472035,0.6785831379087689,0.5754714881915844,0.9298557596631079,0.8398496123744926,0.10010362453549645,8.220910612331881,386.4141841593016,
221,20,1141.697509765625,1603.5072,8930.2314453125,446.5115661621094,0.006836984772235155,0.016459306702017784,0.7088756561279297,0.016008863225579262,6.9958750827936456e-06,0.06770407408475876,3.9213709831237793,2,0,0,1,0,0,0,1,0,0,0,0.0460524726501875,0.3475188747469808,0.17634994436232893,1.0721349914166374,0.04844738679454643,16.159874883923244,0.4616547662238293,0.40518468100363775,4.117219742594149,153.89604821024602,
222,19,967.365478515625,1248.42496,12415.3916015625,653.441650390625,0.028945019468665123,0.05201137438416481,1.8945504426956177,0.056393787264823914,1.736379817884881e-05,0.177105113863945,0.7174692153930664,3,0,0,0,1,2,0,0,1,0,0,0.062070024882654395,0.32192395220496367,0.023781879222320224,0.19763277242178817,0.050734025778939006,0.872301533313722,0.9856812812420418,0.4359943360504378,4.327470787184934,514.2858297077835,
223,16,652.0064086914062,1083.94752,8863.375,553.9609375,0.009974811226129532,0.035105109214782715,1.1753267049789429,0.04166581854224205,2.2348511265590787e-05,0.12459190934896469,0.9108883738517761,3,0,0,0,1,1,1,0,0,0,0,0.032816507408032096,0.11358666479758855,0.10315440315695999,0.5268333435488893,0.06636325671774873,1.1254299308218996,0.9972614523952315,0.26819235124968677,2.4753054789492697,120.76833047146232,
224,23,1585.926025390625,1300.250624,10460.8818359375,454.8209533691406,0.017770735546946526,0.03510531038045883,5.50682258605957,0.03783562779426575,8.813974091026466e-06,0.1697455495595932,1.2309114933013916,3,0,0,0,1,1,1,0,0,0,0,0.086336730968379,0.5359447943967879,0.1628569256186176,0.6435128549427882,0.04773829200078892,1.2462920601513001,0.9983155132962684,0.6569179081454815,4.5405971351861805,403.12708733369254,
225,18,874.8973999023438,1325.919232,10369.2744140625,576.07080078125,0.018693143501877785,0.07056822627782822,1.9136418104171753,0.07034744322299957,2.3633123419131152e-05,0.346823513507843,0.8018898963928223,5,0,0,0,1,2,0,0,1,0,0,0.06470640371493934,0.18177139294915923,0.08829572985509282,0.675604394724723,0.039749422496307765,0.6829761903746697,0.9714721054199469,0.15615732706051655,3.006453515940004,112.0140340442698,
226,19,967.3635864257812,1173.161472,12415.439453125,653.4442138671875,0.02566271461546421,0.059109289199113846,2.0962090492248535,0.06985397636890411,2.6390891434857622e-05,0.22599220275878906,1.691420555114746,4,0,0,0,1,2,0,0,1,0,0,0.06154885041286404,0.3308670529160387,0.07854109040841739,0.2563375714038329,0.1371643594087461,0.627192522929871,0.9967789230124301,0.9698323118687465,2.476082284443427,198.50911373858327,
227,18,846.1025390625,1162.393088,9803.9482421875,544.663818359375,0.04651031643152237,0.05759415403008461,1.420990228652954,0.06339459866285324,1.8343484043725766e-05,0.1512797325849533,0.7863702774047852,3,0,0,0,1,1,1,0,0,0,0,0.08666887043376333,0.1468453776258121,0.020564733573086164,0.2528607088312616,0.03081940957564623,1.06938653796144,0.16536270969580158,0.8210615436200372,2.838342604019306,148.05761976964277,
228,18,845.3857421875,1124.801024,10265.6875,570.3159790039062,0.03884322941303253,0.08346256613731384,1.328050136566162,0.09113968908786774,2.2306885512080044e-05,0.2213551253080368,3.0159318447113037,1,0,1,0,0,1,1,0,0,0,1,0.08382742794603777,0.19560639528727472,0.13305964337248266,0.775966159380581,0.02417851300893247,4.371628541945265,0.9497191991335956,0.895714194439414,3.0937082873292057,351.6952770778564,
229,11,463.86981201171875,877.959168,9129.9970703125,829.999755859375,0.04145774245262146,0.18182288110256195,1.152245044708252,0.1969805359840393,9.915317787090316e-05,0.5074377655982971,1.629136085510254,1,0,1,0,0,0,0,1,0,0,0,0.0837330244877443,0.17047068652023448,0.039303434571745385,3.6557238781968544,0.011280266004514448,0.24652641866526792,0.7370534510870266,0.745450309588741,2.539604080676638,128.67236967991064,
230,19,976.3717041015625,964.965376,8356.380859375,439.80950927734375,0.03296846151351929,0.04824823513627052,4.022289276123047,0.049584198743104935,3.156505772494711e-05,0.12807242572307587,0.934233546257019,4,0,0,0,1,2,0,0,1,0,0,0.0651306930938947,0.3072362202124996,0.014476944359661209,0.08734773369600464,0.05212681238679563,0.6468150048753198,0.8416075878819484,0.7777808710887251,2.7305783188200046,280.63828921752605,
231,19,965.44384765625,1208.564224,10839.0625,570.4769897460938,0.15659208595752716,0.12533687055110931,2.2137889862060547,0.12422161549329758,3.113811180810444e-05,0.28772759437561035,1.6576180458068848,3,0,0,0,1,1,1,0,0,0,0,0.12004863749361616,0.48672848860873485,0.20320829811812854,0.834903240376625,0.039556821729498266,2.253342803894944,0.8411878595659276,0.0019278114025973736,5.019706233066388,392.85735473048516,
232,22,1406.403564453125,1349.936128,8963.7177734375,407.4417419433594,0.022239964455366135,0.04531598836183548,2.596550226211548,0.05228689685463905,6.62614502289216e-06,0.16967466473579407,3.4295241832733154,6,0,0,0,1,6,0,0,0,1,1,0.09347387271641565,0.11776856672451227,0.29102411196950334,0.5095766254335264,0.1315462519961219,0.5694461639003471,0.17681185289582368,0.9440666283964593,4.666266475907896,198.731305067341,
233,14,614.751220703125,1126.56128,9737.1787109375,695.5128173828125,0.02737852931022644,0.07371992617845535,6.108429908752441,0.08168230950832367,2.02408464247128e-05,0.23374785482883453,6.046357154846191,0,1,0,0,0,0,0,1,0,0,1,0.06106820793611746,0.053953975124754666,0.02460330395057436,0.876903274655132,0.002305571986215435,0.03041773735408151,0.4468650048458527,0.4485772430205792,2.2940833440263533,163.89135867863115,
234,13,528.1444091796875,814.933504,9370.2890625,720.79150390625,0.020991124212741852,0.06467998027801514,2.908468008041382,0.0738048329949379,7.989834557520226e-05,0.14905619621276855,1.80585515499115,2,0,0,1,0,1,1,0,0,0,0,0.05472824338232787,0.10291244786885145,0.08272663764061217,0.7456458902923429,0.10831445314379273,1.410744377991898,0.8846192170372155,0.49625114717987884,1.6985577043682754,136.02428393597174,
235,14,584.4427490234375,816.984064,11415.8359375,815.4168701171875,0.44018325209617615,0.6107923984527588,1.4315929412841797,0.29142966866493225,0.000278747349511832,1.5944762229919434,7.162088394165039,2,0,0,1,0,1,1,0,0,0,0,0.19750746009896505,0.18249194900215698,3.2120632793680777,0.4777744577853355,0.06303266970094992,1.1725222814679432,0.9635224869793622,0.9870583417282203,3.3617253569036563,333.33320229548923,
236,10,410.142578125,722.630144,5149.6220703125,514.9622192382812,0.021351978182792664,0.08228853344917297,1.2369385957717896,0.09743904322385788,9.623719961382449e-05,0.1274140477180481,37.77265548706055,1,0,1,0,0,1,1,0,0,0,1,0.10145907063344399,0.043098813412543235,0.18525224334191648,0.5068346067960288,0.004500625937941774,0.06049402776442901,0.9997042335356122,0.9980798707968537,1.1141617072786887,43.07143001978284,
237,17,731.156494140625,850.923008,9333.7412109375,549.0435791015625,0.009855549782514572,0.03104167990386486,1.1551896333694458,0.0331842266023159,1.3470374142343644e-05,0.08216506987810135,1.7462409734725952,2,0,0,1,0,0,0,1,0,0,0,0.04569832435250483,0.16125491877891052,0.09316395612229394,1.0373812426388633,0.09357962436130984,5.543402170240904,0.2820700490970432,0.19170042235886953,2.309033523548724,71.51597389317351,
238,13,532.2412109375,898.73152,8239.9638671875,633.8433837890625,0.028204258531332016,0.07005732506513596,0.8850162029266357,0.07140345126390457,1.1697735317284241e-05,0.22469940781593323,0.6785795092582703,1,0,1,0,0,1,1,0,0,0,1,0.11577938745341555,0.10482699353155374,0.17106966405509721,0.9216336911503166,0.05531928077429814,1.6901725630075308,0.8452780603257237,0.8358400258511147,1.8627416485321218,271.124213349258,
239,19,974.4230346679688,1016.267264,8460.2021484375,445.2738037109375,0.29997718334198,0.18029795587062836,1.9168295860290527,0.10460708290338516,1.6992195014609024e-05,0.5339733958244324,2.8380627632141113,3,0,0,0,1,3,0,0,0,1,1,0.2192906402081264,0.1578577110896757,0.8835682382716918,0.5683057221206179,0.46353362502901674,0.7502512064360065,0.8952312331222094,0.9048017623690565,5.935146593510747,377.6932636879951,
240,16,662.758544921875,1080.391168,11792.0625,737.00390625,0.035328082740306854,0.07080820202827454,2.2903053760528564,0.08491150289773941,2.408036743872799e-05,0.21565884351730347,0.6146950721740723,2,0,0,1,0,1,1,0,0,0,0,0.10324710138111445,0.1281729505175447,0.05934146087558081,0.9011405858685976,0.04104256950734178,1.287592451784435,0.9662062441821747,0.9579538698373224,4.189301236984407,180.673443152859,
241,15,625.8226928710938,942.670848,9300.19921875,620.0133056640625,0.0545005165040493,0.11402503401041031,2.188115358352661,0.12790584564208984,4.3341671698726714e-05,0.3144568204879761,6.070347309112549,3,0,0,0,1,2,0,0,1,0,0,0.11013381391940295,0.10934220790829408,0.05923892244338172,0.319528927211315,0.0630959047165654,0.5288861240394892,0.9541264295404901,0.9424353143951931,3.8158508890631473,123.56860713866229,
242,21,1243.778076171875,1169.559552,8955.0830078125,426.4325256347656,0.0458967462182045,0.0575173944234848,1.1486029624938965,0.061043307185173035,6.281512014538748e-06,0.21757572889328003,1.7066315412521362,4,0,0,0,1,1,1,0,0,0,0,0.08343783120308668,0.5125359947828115,0.12413590016219533,0.07398946297002147,0.09885814133889886,1.187898365421731,0.9968248989599692,0.8566751487770077,4.087739828101892,263.62582744459206,
243,20,1105.4786376953125,1323.116032,10402.5341796875,520.126708984375,0.04286467283964157,0.05673222243785858,2.5520269870758057,0.06258171796798706,1.1766669558710419e-05,0.21618980169296265,1.5699687004089355,3,0,0,0,1,2,0,0,1,0,0,0.11306953640251743,0.23901372652845043,1.2527336289758644,0.7533340555872907,0.09081615226909914,0.8653827148008406,0.9867094638656435,0.05927887700293505,3.808399377857395,290.855737532028,
244,21,1241.3377685546875,1333.891584,13562.63671875,645.83984375,0.13605161011219025,0.09929472953081131,2.796419382095337,0.0779985785484314,1.3643104466609657e-05,0.5601173043251038,1.2403451204299927,5,0,0,0,1,2,0,0,1,0,0,0.14351117382169298,0.5080437195848151,3.812552577713891,1.3494877043137528,0.17758586505246254,0.8492170811041854,0.9780745342343171,0.8688472871890378,6.105074465375765,423.9332881650334,
245,20,1106.8795166015625,1327.08096,11413.3076171875,570.6654052734375,0.01939227804541588,0.040179621428251266,1.939297080039978,0.04327518865466118,6.917003247508546e-06,0.2369135022163391,4.891392230987549,3,0,0,0,1,1,1,0,0,0,0,0.10049526012747004,0.11599536347207566,0.05836233853773251,0.22229799093818933,0.045982996067321286,1.193587311497878,0.9938515678834228,0.9139062827198277,2.658294983178214,162.10844311067413,
246,20,1106.788330078125,1284.43136,8826.564453125,441.3282165527344,0.05519292503595352,0.07867170870304108,1.5940836668014526,0.0890042781829834,1.1124046068289317e-05,0.25225648283958435,1.4944418668746948,3,0,0,0,1,2,0,0,1,0,0,0.10420898165625335,0.1538026313800497,0.022774911342927806,0.11748166970543014,0.09153724099884326,0.6049215787361126,0.6570410420517351,0.34818850323010375,3.438463759458159,318.8303938700287,
247,11,472.1766357421875,947.116032,7760.919921875,705.5382080078125,0.05032716691493988,0.14090782403945923,1.46443772315979,0.13394638895988464,5.976370084681548e-05,0.3459566831588745,1.6182682514190674,0,1,0,0,0,0,0,1,0,0,1,0.06609557622395175,0.10018905767765496,0.03933897425423454,1.608072606694193,0.012231711481684698,0.15681775202003126,0.98078373865927,0.9459290655747428,1.8201862722946291,313.29552421560356,
248,21,1246.41796875,1056.8832,10976.5185546875,522.6913452148438,0.016683174297213554,0.028777549043297768,1.057987928390503,0.03194883093237877,1.2609739314939361e-05,0.1201288029551506,0.3491756021976471,5,0,0,0,1,1,1,0,0,0,0,0.05862293000201707,0.3622310053044233,0.07414248543167645,0.9400688271534946,0.06339474390637158,1.0451552050070876,0.17631079877153655,0.39639366480204996,3.7679643974639587,272.0303022996464,
249,18,844.8358154296875,1239.628288,9907.3720703125,550.4095458984375,0.02824322320520878,0.06306014209985733,1.4167563915252686,0.06364655494689941,2.559101631049998e-05,0.3236883282661438,1.4720234870910645,3,0,0,0,1,3,0,0,0,1,1,0.10070521503187352,6648.791844091851,0.05283761998690362,0.07957196985646793,0.21873651800311428,0.5799750073736157,0.9857009916764925,0.9821765047533095,2.4585706992857674,328.4320560857362,
250,19,969.2108764648438,1175.63136,9367.078125,493.0041198730469,0.009057306684553623,0.02042512223124504,2.2542638778686523,0.022943872958421707,6.123666480561951e-06,0.052465278655290604,0.5206184387207031,2,0,0,1,0,1,1,0,0,0,0,0.03755098169543531,0.15685523345079289,0.019838245937323473,0.4998019520092275,0.014792982043226877,2.9202659259682986,0.458264086589502,0.16907320546343824,4.054978872891473,227.72258240151982,
251,12,489.4023742675781,945.725952,9241.6181640625,770.1348876953125,0.253985732793808,0.3262779414653778,3.935231924057007,0.29077279567718506,6.133542774477974e-05,0.9889963269233704,0.9409675598144531,4,0,0,0,1,2,0,0,1,0,0,0.14661653525560212,0.26473704355359107,0.8172002412073684,0.2134084164438296,0.06039877885843231,0.6701721831166445,0.9967402675644093,0.8826358584986866,3.363601159468137,274.34917668685017,
252,14,579.0986328125,788.595712,9275.1298828125,662.50927734375,0.25720319151878357,0.19305108487606049,2.504791498184204,0.1818085014820099,0.00010186089639319107,0.4609658122062683,1.2269476652145386,3,0,0,0,1,1,1,0,0,0,0,0.18592279383556543,0.2047359089687246,2.055144558413342,0.38465814334013576,0.18689703988842452,1.08586855477607,0.9812946906361366,0.6703762997351878,4.4047427151653284,436.15395646775465,
253,22,1411.1497802734375,1193.772032,10436.03125,474.3650817871094,0.009365896694362164,0.021001936867833138,1.971374750137329,0.022004595026373863,9.434977982891724e-06,0.09761220216751099,2.0961005687713623,4,0,0,0,1,2,0,0,1,0,0,0.0721965777993346,0.13033592115614395,0.13254814554293592,0.8538299057146195,0.0478272140295441,0.932545596180595,0.6410651891670379,0.32545695794934193,5.262447980882598,197.17400917177457,
254,17,784.5263061523438,1246.308352,10909.310546875,641.7241821289062,0.10830606520175934,0.12957598268985748,2.0239193439483643,0.14242373406887054,9.088152000913396e-05,0.45093441009521484,0.4738154411315918,2,0,0,1,0,2,0,0,1,0,1,0.0825734591291147,0.05733343285682813,0.05838663508652914,0.12949388847595858,0.02433845232675403,0.8325255227600613,0.9745612521463841,0.9344662867596661,3.6523153050609074,186.05554339378307,
255,15,613.6504516601562,978.36544,8289.4697265625,552.63134765625,0.06583349406719208,0.08607730269432068,1.8351761102676392,0.0941295325756073,5.9257570683257654e-05,0.2980394661426544,1.9960458278656006,3,0,0,0,1,2,0,0,1,0,0,0.06690206758931239,0.2678883035814689,0.03248808956567495,0.02952697451809201,0.15927821812304854,0.5887723637647138,0.9944634453532866,0.9990179657724584,1.5227542411857875,148.25713915697415,
256,11,447.0179138183594,784.989184,9336.9150390625,848.8104858398438,0.07306747883558273,0.20190255343914032,1.4773145914077759,0.1910921335220337,0.0001664488372625783,0.6121516227722168,8.588735580444336,2,0,0,1,0,1,1,0,0,0,0,0.11862967650266747,0.16088248360889423,0.11469132321096043,0.13777031955386812,0.022074301586158595,2.997462376305443,0.9906798290225625,0.9590208735397877,3.224659792280036,116.0069839213997,
257,20,1111.1658935546875,1003.43296,12989.4541015625,649.4727172851562,0.02441788837313652,0.0499996617436409,1.04866361618042,0.05362539738416672,1.2151390365033876e-05,0.17480139434337616,2.2332687377929688,1,0,1,0,0,0,0,1,0,0,0,0.06514399237525463,0.17804799410867386,0.0626743343949281,1.1998358049110946,0.09841991572672408,7.6269857613535565,0.22018380000917648,0.20044619223137639,3.356691867212248,155.64595602920087,
258,15,639.2115478515625,1079.583232,10772.7705078125,718.1847534179688,0.019546570256352425,0.06865528225898743,2.5359795093536377,0.07138364762067795,1.829796383390203e-05,0.19799402356147766,1.3229341506958008,0,1,0,0,0,0,0,1,0,0,1,0.0657217373337323,0.11861667744778082,0.051471526501079425,2.1264337151222197,0.04389046552693602,0.7647766524628472,0.7654530344143029,0.6100065278303684,2.844610915998128,340.75137766854886,
259,13,531.3474731445312,839.333376,11288.220703125,868.32470703125,0.03005174547433853,0.12680311501026154,4.59789514541626,0.13923202455043793,7.601414836244658e-05,0.47451314330101013,0.8982189893722534,2,0,0,1,0,2,0,0,1,0,1,0.12932880517563033,0.13525352124492074,0.06694900949573082,0.33220497462285126,0.016835187043884016,1.2757143451613238,0.5247197452368312,0.028416383224828156,5.0430976092640485,195.04740798056847,
260,22,1408.107177734375,1149.635072,13022.9345703125,591.9515991210938,0.03803987428545952,0.051980823278427124,2.017625570297241,0.058004677295684814,1.5989980965969153e-05,0.21972356736660004,1.322812795639038,6,0,0,0,1,3,0,0,0,1,0,0.0819472927377166,1.956854936244775,0.7500525652093719,0.114775312988053,0.14202165590340363,0.8510689495759517,0.9992862720948026,0.8769247167097605,5.295620213118243,305.187984104169,
261,23,1589.2705078125,1512.99072,13492.94921875,586.6499633789062,0.054382532835006714,0.059843145310878754,1.6549508571624756,0.061573371291160583,1.1089368854300119e-05,0.21983344852924347,1.2441904544830322,6,0,0,0,1,4,0,0,0,1,0,0.07756942264825699,0.29910896896033967,0.07601195074920225,0.2750007188447603,0.017347909380596993,0.07309210336789118,0.49507409215734366,0.8774328767363089,4.046747691034055,109.38499148510574,
262,18,877.4400024414062,1322.853888,9907.5478515625,550.4193115234375,0.007839394733309746,0.020856700837612152,0.6404152512550354,0.023128729313611984,1.060171598510351e-05,0.09060850739479065,0.24303904175758362,2,0,0,1,0,1,1,0,0,0,0,0.05649023456712051,0.10696214384048765,0.23552172906940577,0.9529369061593231,0.02586226566098601,3.007879335162509,0.018127632600953996,0.7525684307044813,2.5676033577960644,133.49709080563326,
263,14,588.5449829101562,976.260608,7254.224609375,518.158935546875,0.10491716861724854,0.1629643589258194,1.308377742767334,0.1585991233587265,8.543179865228012e-05,0.35680291056632996,5.803387641906738,3,0,0,0,1,1,1,0,0,0,0,0.09279710414776973,0.2523767537729025,0.23562952276292037,0.10904311632408185,0.24860829602250495,1.3292202538809295,0.9935849165034065,0.8576083713378098,3.580705081931964,161.32108850132602,
264,21,1249.2861328125,1141.771776,9862.22265625,469.6296691894531,0.06687716394662857,0.0921657532453537,3.203195333480835,0.08035743236541748,1.8377093510935083e-05,0.21137002110481262,5.577087879180908,4,0,0,0,1,1,1,0,0,0,0,0.08159850984792587,0.7553830953334852,0.19183426458391337,0.9783765854831973,0.1827913297315376,1.1074061710072025,0.38893247470846454,0.4616952442964495,3.8913902516504915,264.2599614563065,
265,8,331.0653076171875,920.033792,7599.2919921875,949.9114990234375,0.028373274952173233,0.43373948335647583,3.093034029006958,0.2898707091808319,0.000140601972816512,1.5516847372055054,3.83884596824646,0,1,0,0,0,0,0,1,0,0,1,0.4369449200581847,0.2881878553510729,0.03240217620575522,0.5650483654630981,0.06643748065194315,0.6162440906008063,0.9023221234022759,0.6901410448840155,3.796940409712174,1000.228332814923,
266,15,621.2802734375,739.925504,9300.24609375,620.0164184570312,0.04383852705359459,0.09294337779283524,4.7502851486206055,0.09455081075429916,4.928819907945581e-05,0.27881890535354614,2.4701197147369385,2,0,0,1,0,1,1,0,0,0,0,0.041600926535916585,0.15483019364644582,0.01588604475633812,0.06431916929588831,0.016837291710176908,1.3263957609873709,0.9584472133280155,0.7951667073033166,2.7012305528187652,306.0372987844488,
267,13,537.05615234375,832.970752,4746.1533203125,365.0887451171875,0.03365509957075119,0.0717172622680664,1.96933114528656,0.07101161032915115,2.496094566595275e-05,0.22669830918312073,0.5599917769432068,3,0,0,0,1,3,0,0,0,1,1,0.19196559057103424,0.13040244132299472,0.3228022612838959,0.8419496482470286,0.15742405623575828,0.7381892924113344,0.4462010330773365,0.4634734626006344,4.2264992987373144,208.26844998117213,
268,21,1244.811279296875,1105.1776,9862.0341796875,469.6206970214844,0.04787207767367363,0.07559388875961304,6.909826755523682,0.07964801043272018,1.1853677278850228e-05,0.3555847108364105,5.47541618347168,4,0,0,0,1,2,0,0,1,0,0,0.21464095943327471,0.2855120834864456,0.21887389731504858,0.2951088569195422,0.07616839139209257,0.8202231994329726,0.9869650242524005,0.7175022885763388,4.1569186615447595,309.81763015681634,
269,14,574.9022827148438,1084.763648,9840.564453125,702.8975219726562,0.03970468044281006,0.08968095481395721,0.7772467136383057,0.10349296033382416,2.5387929781572893e-05,0.31029897928237915,3.150449275970459,3,0,0,0,1,2,0,0,1,0,0,0.06762221284078433,0.10589831037582072,0.16115430157446564,0.09407739695382235,0.061021211093984486,0.9514373921358599,0.9984216834039129,0.7870537834536947,1.3960053458732788,132.30432932458103,
270,22,1410.90380859375,1186.30144,11908.400390625,541.2909545898438,0.08096008747816086,0.09768549352884293,2.6428112983703613,0.10250041633844376,3.3561464078957215e-05,0.31566962599754333,1.5016660690307617,5,0,0,0,1,2,0,0,1,0,0,0.10435573025239991,0.4632276462767843,0.2598878173213658,0.9331989493332074,0.10053494710871229,0.9185994140173909,0.6886120213379512,0.44083419177172845,5.262103312692111,239.44261870477936,
271,19,996.5433959960938,1326.602752,11746.2626953125,618.224365234375,0.06604961305856705,0.0802372470498085,1.612613320350647,0.08057361841201782,1.8390708646620624e-05,0.3109123706817627,7.695957183837891,4,0,0,0,1,2,0,0,1,0,0,0.1118633934272976,0.10417034643160464,0.00517090782723767,0.013394876835860528,0.12398546203802882,0.7763780897755507,0.9952395119098714,0.9644017286995257,4.252782729731415,81.69131671894438,
272,18,844.7549438476562,1165.642752,9804.0478515625,544.6693115234375,0.04117490351200104,0.06430882215499878,2.866586685180664,0.07507719099521637,1.2910292753076646e-05,0.18997614085674286,1.862217664718628,6,0,0,0,1,5,0,0,0,1,0,0.11307906744086155,1.6735862898431286,0.15411097450139205,0.5696339905207708,0.12359424434349173,0.678313221117279,0.9175966214425232,0.5304199517406445,3.8420526291717816,353.96205099601394,
273,16,656.9369506835938,1047.828992,9873.8486328125,617.1155395507812,0.03897532820701599,0.07663831114768982,1.307783603668213,0.0879005491733551,2.1967080101603642e-05,0.22091740369796753,0.627425491809845,3,0,0,0,1,1,1,0,0,0,0,0.059238221556867685,0.16366139659768045,0.027193849486697147,0.13676642250553808,0.061214975227271456,1.1991736082311193,0.9921753930359631,0.8055752476464964,3.2501616583874293,208.00910384172062,
274,22,1406.4195556640625,1246.551552,11908.48828125,541.294921875,0.0260020662099123,0.05015848949551582,3.063001871109009,0.058566946536302567,1.6460460756206885e-05,0.164328932762146,2.2403504848480225,3,0,0,0,1,2,0,0,1,0,0,0.09125208976078786,0.4728998682673374,0.03911483152236439,0.10340991171198308,0.09995711764861513,0.9877180682082558,0.9966291572094328,0.01769255222727354,5.312436280610942,217.28544640720702,
275,9,405.5880126953125,979.298816,8738.380859375,970.9312133789062,0.03879989683628082,0.4663293957710266,1.7845712900161743,0.20857740938663483,0.0003236501070205122,1.8572806119918823,0.5211341977119446,2,0,0,1,0,6,0,0,0,1,0,0.31433845863854526,0.38642623727329195,0.5530941879295606,0.46978054551882537,0.5874877749458481,0.9918501894152492,0.02885850018340448,0.020952536023905458,4.301985731266491,,
276,15,619.1001586914062,756.571648,14473.2646484375,964.8843383789062,0.09902188926935196,0.22195209562778473,2.972010612487793,0.16291071474552155,5.055099245510064e-05,0.9745872020721436,1.6666615009307861,5,0,0,0,1,3,0,0,0,1,0,0.14102195215670554,0.20306942807687944,0.08705505704060898,0.3825196768574919,0.1200042028488035,0.847679695736596,0.7668166202820614,0.8833623187648016,4.191950192110487,204.60739727862585,
