sample_idx,natoms,time,memory,energy_mae,energy_mae_per_atom,forces_mae,hessian_mae,asymmetry_mae,true_asymmetry_mae,eigval_mae,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart,freq_mae_400_4000,freq_mae_400_4000_dataset
0,30,3206.07958984375,1717.258752,12607.63671875,420.25457763671875,0.16411641240119934,0.09490969032049179,0.07274916023015976,5.288182819640497e-06,0.4115087687969208,8,0,0,0,1,4,0,0,0,1,0,0.17797520134738004,1.7088607795037214,0.05060905021305186,0.9076321889955262,0.2750562197152715,522.7812299151004,
1,22,1418.1365966796875,1852.2752,10897.5703125,495.3441162109375,0.0789358988404274,0.07131242007017136,0.07303529232740402,2.7629250325844623e-05,0.30790239572525024,3,0,0,0,1,2,0,0,1,0,0,0.07662110633216364,0.25452363196832406,0.14468462781869687,0.9836841078754008,0.9750815022525078,197.23675110979377,
2,17,758.9979858398438,1235.274752,8323.07421875,489.59259033203125,0.05260790139436722,0.08498477935791016,0.08160904794931412,4.8154412070289254e-05,0.27321285009384155,3,0,0,0,1,3,0,0,0,1,1,0.07037244563456632,0.1838543033407885,0.06379899029601116,0.9657727120415799,0.962875340576435,300.8235006426705,
3,26,2181.551025390625,1503.714304,10964.6064453125,421.71563720703125,0.03311638534069061,0.03853435441851616,0.04354992136359215,1.6137091733980924e-05,0.18508711457252502,8,0,0,0,1,5,0,0,0,1,0,0.07636139542181636,0.6705402472892197,0.024287562749107677,0.9985693853804347,0.7779648140309792,218.4163844283461,
4,17,772.79541015625,1426.663424,12381.994140625,728.3526000976562,0.03158020228147507,0.06999670714139938,0.08073054999113083,6.393260264303535e-05,0.2336132675409317,2,0,0,1,0,1,1,0,0,0,0,0.07036476342368055,0.11093839485274533,0.13073420976300185,0.39391741992314433,0.11176482504836945,265.4039804889778,
5,19,964.9713134765625,1137.284096,8356.548828125,439.818359375,0.05441785976290703,0.0714346244931221,0.07982607185840607,5.4573207307839766e-05,0.1706511676311493,5,0,0,0,1,3,0,0,0,1,0,0.07180848364334978,0.0033487159692999757,0.21449401385610367,0.9934720029277768,0.9698875351508627,222.08022851392616,
6,19,966.9007568359375,1203.57888,9263.599609375,487.5578918457031,0.03912593051791191,0.06144405156373978,0.07300496101379395,9.040585609909613e-06,0.1993967443704605,4,0,0,0,1,3,0,0,0,1,0,0.08558154896145477,0.02933659138056882,0.007582727833939713,0.8382277220273497,0.9125665882585188,264.28095280776586,
7,18,837.8470458984375,1164.900352,10265.703125,570.3168334960938,0.06812096387147903,0.09752053022384644,0.09378430247306824,2.0224943000357598e-05,0.310436874628067,3,0,0,0,1,1,1,0,0,0,0,0.09613386773460854,0.18616838920971013,0.24637451253815867,0.9906388920946081,0.756172757631149,374.54978057146394,
8,18,841.354248046875,1130.189312,11945.197265625,663.6220703125,0.0216845516115427,0.044960785657167435,0.05027797073125839,3.451583324931562e-05,0.1313914805650711,3,0,0,0,1,2,0,0,1,0,0,0.043833134558798226,0.10870931714782883,0.11312412879776361,0.9960384730949728,0.9450558669751149,115.55130006433143,
9,17,723.5245971679688,1091.452928,8426.49609375,495.6762390136719,0.09532268345355988,0.14849640429019928,0.1631702482700348,2.4979570298455656e-05,0.43864989280700684,3,0,0,0,1,1,1,0,0,0,0,0.17433508600521164,0.03558946721477105,0.07527331221162484,0.9606248906258511,0.7404958876960848,404.6319010142176,
10,18,840.6005859375,1098.5216,8896.94140625,494.2745361328125,0.048346731811761856,0.07764214277267456,0.08257406204938889,1.6238285752478987e-05,0.20971637964248657,3,0,0,0,1,3,0,0,0,1,1,0.12136945413788187,0.10863159811039474,0.2777831126517089,0.1567434602453488,0.166738983340194,296.94929137252905,
11,16,644.1185302734375,1052.701696,12356.7392578125,772.2962036132812,0.2659848630428314,0.31476274132728577,0.24142047762870789,0.00015020983119029552,1.230515718460083,3,0,0,0,1,1,1,0,0,0,0,0.16000526510057522,1.852372511098133,0.20420490491742083,0.9945951346501413,0.25791104729690495,454.0468624853447,
12,14,583.878662109375,915.532288,9736.9365234375,695.4954833984375,0.062269460409879684,0.12494684755802155,0.1453300565481186,6.798732647439465e-05,0.34548088908195496,2,0,0,1,0,2,0,0,1,0,1,0.08099889043498967,0.08002804987384948,0.06645659012678672,0.9975967373050187,0.9981273369429158,115.44219557728101,
