n_atoms,method,time,memory
7,prediction,30.436351776123047,253.04064
7,autograd,261.5133361816406,338.68032
7,prediction,29.280256271362305,253.04064
7,autograd,261.1507263183594,338.68032
7,prediction,29.24060821533203,253.04064
7,autograd,265.8027648925781,338.68032
7,prediction,29.253440856933594,253.04064
7,autograd,256.95538330078125,338.68032
7,prediction,29.529184341430664,253.04064
7,autograd,263.2601623535156,338.68032
7,prediction,29.470720291137695,253.04064
7,autograd,259.837158203125,338.68032
7,prediction,29.338336944580078,253.04064
7,autograd,256.54986572265625,338.68032
7,prediction,29.290271759033203,253.04064
7,autograd,257.1745300292969,338.68032
7,prediction,29.55196762084961,253.04064
7,autograd,258.6081237792969,338.68032
7,prediction,29.638912200927734,253.04064
7,autograd,256.494873046875,338.68032
7,prediction,29.415424346923828,253.04064
7,autograd,257.4090270996094,338.68032
7,prediction,29.37343978881836,253.04064
7,autograd,257.75103759765625,338.68032
7,prediction,29.227903366088867,253.04064
7,autograd,256.8857727050781,338.68032
7,prediction,29.431808471679688,253.04064
7,autograd,260.5959167480469,338.68032
7,prediction,29.388032913208008,253.04064
7,autograd,263.3973083496094,338.68032
7,prediction,29.96326446533203,253.04064
7,autograd,378.9944763183594,338.68032
7,prediction,29.822080612182617,253.04064
7,autograd,263.666748046875,338.68032
7,prediction,29.914112091064453,253.04064
7,autograd,261.303955078125,338.68032
7,prediction,29.646848678588867,253.04064
7,autograd,262.04388427734375,338.68032
7,prediction,30.263296127319336,253.04064
7,autograd,271.1603088378906,338.68032
7,prediction,30.5797119140625,253.04064
7,autograd,279.34002685546875,338.68032
7,prediction,33.898494720458984,253.04064
7,autograd,303.1439208984375,338.68032
7,prediction,42.72639846801758,253.04064
7,autograd,331.5199890136719,338.68032
7,prediction,30.323711395263672,253.04064
7,autograd,259.67584228515625,338.68032
7,prediction,30.191551208496094,253.04064
7,autograd,262.05902099609375,338.68032
7,prediction,30.307392120361328,253.04064
7,autograd,263.4065856933594,338.68032
7,prediction,34.11967849731445,253.04064
7,autograd,269.2044677734375,338.68032
7,prediction,30.24608039855957,253.04064
7,autograd,263.5919494628906,338.68032
7,prediction,30.854015350341797,253.04064
7,autograd,265.9156799316406,338.68032
7,prediction,31.740928649902344,253.04064
7,autograd,265.2684020996094,338.68032
7,prediction,31.363040924072266,253.04064
7,autograd,262.52593994140625,338.68032
7,prediction,30.249664306640625,253.04064
7,autograd,268.2972106933594,338.68032
7,prediction,30.16713523864746,253.04064
7,autograd,264.3240966796875,338.68032
7,prediction,29.49456024169922,253.04064
7,autograd,258.9293518066406,338.68032
7,prediction,31.3852481842041,253.04064
7,autograd,261.148681640625,338.68032
7,prediction,30.75164794921875,253.04064
7,autograd,259.04156494140625,338.68032
7,prediction,30.14143943786621,253.04064
7,autograd,258.1193542480469,338.68032
7,prediction,29.702272415161133,253.04064
7,autograd,257.731689453125,338.68032
7,prediction,29.4072322845459,253.04064
7,autograd,257.4274597167969,338.68032
7,prediction,29.782976150512695,253.04064
7,autograd,256.862060546875,338.68032
7,prediction,29.641727447509766,253.04064
7,autograd,261.313720703125,338.68032
7,prediction,29.881343841552734,253.04064
7,autograd,262.9501953125,338.68032
7,prediction,30.87353515625,253.04064
7,autograd,261.13433837890625,338.68032
7,prediction,29.415424346923828,253.04064
7,autograd,264.7080993652344,338.68032
7,prediction,30.52457618713379,253.04064
7,autograd,263.0950012207031,338.68032
7,prediction,30.702720642089844,253.04064
7,autograd,264.7407531738281,338.68032
7,prediction,31.422719955444336,253.04064
7,autograd,266.4803161621094,338.68032
7,prediction,30.618623733520508,253.04064
7,autograd,263.5438232421875,338.68032
7,prediction,30.142623901367188,253.04064
7,autograd,261.9465026855469,338.68032
7,prediction,30.888864517211914,253.04064
7,autograd,263.2826843261719,338.68032
7,prediction,30.252031326293945,253.04064
7,autograd,262.7922058105469,338.68032
7,prediction,30.261247634887695,253.04064
7,autograd,262.1737060546875,338.68032
7,prediction,30.253280639648438,253.04064
7,autograd,263.630859375,338.68032
7,prediction,30.461952209472656,253.04064
7,autograd,262.7081604003906,338.68032
7,prediction,30.381824493408203,253.04064
7,autograd,264.47564697265625,338.68032
8,prediction,31.12995147705078,257.391104
8,autograd,296.97650146484375,359.676928
8,prediction,30.338336944580078,257.391104
8,autograd,298.0577392578125,359.676928
8,prediction,30.46486473083496,257.391104
8,autograd,301.9100036621094,359.676928
8,prediction,30.678815841674805,257.391104
8,autograd,297.3683776855469,359.676928
8,prediction,30.382080078125,257.391104
8,autograd,295.2550354003906,359.676928
8,prediction,29.5598087310791,257.391104
8,autograd,294.77508544921875,359.676928
8,prediction,30.768096923828125,257.391104
8,autograd,295.92291259765625,359.676928
8,prediction,29.33247947692871,257.391104
8,autograd,291.8428649902344,359.676928
8,prediction,29.740991592407227,257.391104
8,autograd,293.9947509765625,359.676928
8,prediction,29.420223236083984,257.391104
8,autograd,291.809326171875,359.676928
8,prediction,29.689855575561523,257.391104
8,autograd,291.21844482421875,359.676928
8,prediction,29.463775634765625,257.391104
8,autograd,291.1907958984375,359.676928
8,prediction,29.818880081176758,257.391104
8,autograd,291.64410400390625,359.676928
8,prediction,29.489152908325195,257.391104
8,autograd,291.09759521484375,359.676928
8,prediction,29.821279525756836,257.391104
8,autograd,290.914306640625,359.676928
8,prediction,29.789087295532227,257.391104
8,autograd,291.5379333496094,359.676928
8,prediction,29.59337615966797,257.391104
8,autograd,292.7349853515625,359.676928
8,prediction,29.436735153198242,257.391104
8,autograd,293.5541687011719,359.676928
8,prediction,31.100927352905273,257.391104
8,autograd,295.2113342285156,359.676928
8,prediction,30.36457633972168,257.391104
8,autograd,294.0426330566406,359.676928
8,prediction,30.678016662597656,257.391104
8,autograd,297.1166687011719,359.676928
8,prediction,30.22643280029297,257.391104
8,autograd,298.4580993652344,359.676928
8,prediction,30.658559799194336,257.391104
8,autograd,298.56256103515625,359.676928
8,prediction,30.338111877441406,257.391104
8,autograd,297.3835754394531,359.676928
8,prediction,30.462976455688477,257.391104
8,autograd,298.8381042480469,359.676928
8,prediction,30.356767654418945,257.391104
8,autograd,299.0460510253906,359.676928
8,prediction,30.491647720336914,257.391104
8,autograd,299.2237243652344,359.676928
8,prediction,30.40563201904297,257.391104
8,autograd,300.8081970214844,359.676928
8,prediction,30.55513572692871,257.391104
8,autograd,297.7464904785156,359.676928
8,prediction,30.305471420288086,257.391104
8,autograd,296.6764831542969,359.676928
8,prediction,30.386335372924805,257.391104
8,autograd,300.8081970214844,359.676928
8,prediction,30.212160110473633,257.391104
8,autograd,298.14373779296875,359.676928
8,prediction,30.908287048339844,257.391104
8,autograd,295.4854431152344,359.676928
8,prediction,30.333951950073242,257.391104
8,autograd,297.5460510253906,359.676928
8,prediction,29.637632369995117,257.391104
8,autograd,292.4649353027344,359.676928
8,prediction,29.94483184814453,257.391104
8,autograd,290.2978515625,359.676928
8,prediction,29.75129508972168,257.391104
8,autograd,293.55279541015625,359.676928
8,prediction,30.02454376220703,257.391104
8,autograd,292.1082763671875,359.676928
8,prediction,30.091232299804688,257.391104
8,autograd,292.39501953125,359.676928
8,prediction,29.85161590576172,257.391104
8,autograd,291.4888610839844,359.676928
8,prediction,30.032224655151367,257.391104
8,autograd,290.6661376953125,359.676928
8,prediction,29.800447463989258,257.391104
8,autograd,291.11712646484375,359.676928
8,prediction,29.76166343688965,257.391104
8,autograd,291.8418273925781,359.676928
8,prediction,29.67215919494629,257.391104
8,autograd,292.8926696777344,359.676928
8,prediction,29.97382354736328,257.391104
8,autograd,294.1612243652344,359.676928
8,prediction,30.016191482543945,257.391104
8,autograd,298.22784423828125,359.676928
8,prediction,30.336000442504883,257.391104
8,autograd,296.2410583496094,359.676928
8,prediction,30.24822425842285,257.391104
8,autograd,296.10205078125,359.676928
8,prediction,30.233600616455078,257.391104
8,autograd,297.48724365234375,359.676928
8,prediction,30.3372802734375,257.391104
8,autograd,297.3716125488281,359.676928
8,prediction,30.631935119628906,257.391104
8,autograd,296.48211669921875,359.676928
8,prediction,30.07356834411621,257.391104
8,autograd,297.68804931640625,359.676928
8,prediction,30.36569595336914,257.391104
8,autograd,296.5667724609375,359.676928
8,prediction,30.33942413330078,257.391104
8,autograd,298.2628479003906,359.676928
8,prediction,30.336000442504883,257.391104
8,autograd,296.6087646484375,359.676928
8,prediction,30.312448501586914,257.391104
8,autograd,299.05419921875,359.676928
8,prediction,31.353567123413086,257.391104
8,autograd,301.37249755859375,359.676928
8,prediction,30.433311462402344,257.391104
8,autograd,298.1089172363281,359.676928
8,prediction,30.447391510009766,257.391104
8,autograd,298.4120178222656,359.676928
8,prediction,30.414655685424805,257.391104
8,autograd,295.49261474609375,359.676928
8,prediction,31.15827178955078,257.391104
8,autograd,297.0808410644531,359.676928
8,prediction,31.502656936645508,257.391104
8,autograd,294.4685974121094,359.676928
8,prediction,29.918527603149414,257.391104
8,autograd,292.1943054199219,359.676928
8,prediction,29.869247436523438,257.391104
8,autograd,295.3881530761719,359.676928
8,prediction,29.79840087890625,257.391104
8,autograd,290.89483642578125,359.676928
8,prediction,29.777759552001953,257.391104
8,autograd,293.77557373046875,359.676928
8,prediction,30.324447631835938,257.391104
8,autograd,294.979736328125,359.676928
8,prediction,29.773632049560547,257.391104
8,autograd,293.928955078125,359.676928
8,prediction,29.912063598632812,257.391104
8,autograd,295.4598388671875,359.676928
8,prediction,29.937440872192383,257.391104
8,autograd,292.64794921875,359.676928
8,prediction,29.67171287536621,257.391104
8,autograd,291.8635559082031,359.676928
8,prediction,30.922719955444336,257.391104
8,autograd,294.758544921875,359.676928
8,prediction,29.648096084594727,257.391104
8,autograd,300.1559143066406,359.676928
8,prediction,30.845951080322266,257.391104
8,autograd,298.7448425292969,359.676928
8,prediction,30.433120727539062,257.391104
8,autograd,296.7293701171875,359.676928
8,prediction,30.361696243286133,257.391104
8,autograd,302.84576416015625,359.676928
8,prediction,30.70854377746582,257.391104
8,autograd,295.4229736328125,359.676928
8,prediction,30.34111976623535,257.391104
8,autograd,296.8574523925781,359.676928
8,prediction,30.300159454345703,257.391104
8,autograd,297.0293884277344,359.676928
8,prediction,30.178016662597656,257.391104
8,autograd,297.547607421875,359.676928
8,prediction,30.539775848388672,257.391104
8,autograd,296.4736022949219,359.676928
8,prediction,31.57913589477539,257.391104
8,autograd,299.6010437011719,359.676928
8,prediction,30.58246421813965,257.391104
8,autograd,297.3160705566406,359.676928
8,prediction,30.64441680908203,257.391104
8,autograd,299.91015625,359.676928
8,prediction,30.671871185302734,257.391104
8,autograd,297.8835754394531,359.676928
8,prediction,30.15987205505371,257.391104
8,autograd,298.31549072265625,359.676928
8,prediction,31.151103973388672,257.391104
8,autograd,298.6864013671875,359.676928
8,prediction,30.34339141845703,257.391104
8,autograd,294.1186218261719,359.676928
8,prediction,30.755840301513672,257.391104
8,autograd,293.8900451660156,359.676928
8,prediction,29.52182388305664,257.391104
8,autograd,291.0953063964844,359.676928
8,prediction,29.659488677978516,257.391104
8,autograd,294.8835754394531,359.676928
8,prediction,29.543424606323242,257.391104
8,autograd,291.0986328125,359.676928
8,prediction,29.627391815185547,257.391104
8,autograd,290.16473388671875,359.676928
8,prediction,29.743040084838867,257.391104
8,autograd,292.4014587402344,359.676928
8,prediction,29.63270378112793,257.391104
8,autograd,290.1146240234375,359.676928
8,prediction,29.460512161254883,257.391104
8,autograd,290.48223876953125,359.676928
8,prediction,29.641727447509766,257.391104
8,autograd,291.6297912597656,359.676928
8,prediction,29.72550392150879,257.391104
8,autograd,289.59844970703125,359.676928
8,prediction,29.57107162475586,257.391104
8,autograd,292.5772705078125,359.676928
8,prediction,29.83014488220215,257.391104
8,autograd,294.34771728515625,359.676928
9,prediction,33.691646575927734,260.614144
9,autograd,333.6099853515625,378.8672
9,prediction,34.152320861816406,260.614144
9,autograd,333.7861022949219,378.8672
9,prediction,31.21561622619629,260.614144
9,autograd,332.3996276855469,378.8672
9,prediction,31.218687057495117,260.614144
9,autograd,341.4774169921875,378.8672
9,prediction,31.051040649414062,260.614144
9,autograd,332.7426452636719,378.8672
9,prediction,30.927871704101562,260.614144
9,autograd,331.7882385253906,378.8672
9,prediction,31.76652717590332,260.614144
9,autograd,332.60748291015625,378.8672
9,prediction,31.07129669189453,260.614144
9,autograd,331.7637023925781,378.8672
9,prediction,31.667232513427734,260.614144
9,autograd,332.9556579589844,378.8672
9,prediction,31.14803123474121,260.614144
9,autograd,331.3131408691406,378.8672
9,prediction,31.141887664794922,260.614144
9,autograd,333.61395263671875,378.8672
9,prediction,30.9052791595459,260.614144
9,autograd,334.15771484375,378.8672
9,prediction,31.293439865112305,260.614144
9,autograd,333.88427734375,378.8672
9,prediction,31.071231842041016,260.614144
9,autograd,328.8819580078125,378.8672
9,prediction,31.19615936279297,260.614144
9,autograd,330.6588134765625,378.8672
9,prediction,30.23846435546875,260.614144
9,autograd,325.94842529296875,378.8672
9,prediction,30.368959426879883,260.614144
9,autograd,328.01995849609375,378.8672
9,prediction,30.197887420654297,260.614144
9,autograd,339.7621765136719,378.8672
9,prediction,30.2938232421875,260.614144
9,autograd,325.1210632324219,378.8672
9,prediction,30.12713623046875,260.614144
9,autograd,325.4950256347656,378.8672
9,prediction,30.479583740234375,260.614144
9,autograd,323.8193664550781,378.8672
9,prediction,29.99203109741211,260.614144
9,autograd,325.5774230957031,378.8672
9,prediction,30.271711349487305,260.614144
9,autograd,325.6279296875,378.8672
9,prediction,30.36774444580078,260.614144
9,autograd,337.34759521484375,378.8672
9,prediction,30.410751342773438,260.614144
9,autograd,331.462646484375,378.8672
9,prediction,30.920576095581055,260.614144
9,autograd,335.95489501953125,378.8672
9,prediction,31.71753692626953,260.614144
9,autograd,332.56243896484375,378.8672
9,prediction,31.2227840423584,260.614144
9,autograd,331.22406005859375,378.8672
9,prediction,31.04128074645996,260.614144
9,autograd,332.80902099609375,378.8672
9,prediction,31.61292839050293,260.614144
9,autograd,332.03302001953125,378.8672
9,prediction,31.276031494140625,260.614144
9,autograd,332.3614501953125,378.8672
9,prediction,31.017120361328125,260.614144
9,autograd,334.18035888671875,378.8672
9,prediction,31.219999313354492,260.614144
9,autograd,331.3315734863281,378.8672
9,prediction,31.101919174194336,260.614144
9,autograd,332.376953125,378.8672
9,prediction,31.199583053588867,260.614144
9,autograd,332.2849426269531,378.8672
9,prediction,31.278079986572266,260.614144
9,autograd,333.7273864746094,378.8672
9,prediction,31.43199920654297,260.614144
9,autograd,333.6960144042969,378.8672
9,prediction,31.21049690246582,260.614144
9,autograd,334.740478515625,378.8672
9,prediction,31.07097625732422,260.614144
9,autograd,329.5332336425781,378.8672
9,prediction,30.449983596801758,260.614144
9,autograd,330.4130554199219,378.8672
9,prediction,30.96348762512207,260.614144
9,autograd,325.0667419433594,378.8672
9,prediction,30.471168518066406,260.614144
9,autograd,322.4760437011719,378.8672
9,prediction,30.413631439208984,260.614144
9,autograd,320.16485595703125,378.8672
9,prediction,30.74367904663086,260.614144
9,autograd,321.1202697753906,378.8672
9,prediction,30.39129638671875,260.614144
9,autograd,319.663818359375,378.8672
9,prediction,30.219263076782227,260.614144
9,autograd,319.4388427734375,378.8672
9,prediction,30.427488327026367,260.614144
9,autograd,319.1797790527344,378.8672
9,prediction,30.445568084716797,260.614144
9,autograd,320.4628601074219,378.8672
9,prediction,30.756704330444336,260.614144
9,autograd,319.4337158203125,378.8672
9,prediction,30.94246482849121,260.614144
9,autograd,323.78265380859375,378.8672
9,prediction,31.266815185546875,260.614144
9,autograd,332.6471862792969,378.8672
9,prediction,30.906368255615234,260.614144
9,autograd,331.5435485839844,378.8672
9,prediction,31.10166358947754,260.614144
9,autograd,335.0589294433594,378.8672
9,prediction,30.944255828857422,260.614144
9,autograd,330.8851318359375,378.8672
9,prediction,30.976703643798828,260.614144
9,autograd,332.8030700683594,378.8672
9,prediction,31.123455047607422,260.614144
9,autograd,333.2577209472656,378.8672
9,prediction,31.076351165771484,260.614144
9,autograd,330.9056091308594,378.8672
9,prediction,31.19206428527832,260.614144
9,autograd,330.387451171875,378.8672
9,prediction,31.361024856567383,260.614144
9,autograd,329.0797424316406,378.8672
9,prediction,30.962528228759766,260.614144
9,autograd,330.503173828125,378.8672
9,prediction,31.05516815185547,260.614144
9,autograd,331.9439392089844,378.8672
9,prediction,30.77222442626953,260.614144
9,autograd,330.6330261230469,378.8672
9,prediction,31.245023727416992,260.614144
9,autograd,329.4952697753906,378.8672
9,prediction,30.9781436920166,260.614144
9,autograd,328.1991882324219,378.8672
9,prediction,30.410751342773438,260.614144
9,autograd,332.9597473144531,378.8672
9,prediction,30.260223388671875,260.614144
9,autograd,325.63299560546875,378.8672
9,prediction,30.35456085205078,260.614144
9,autograd,331.1872253417969,378.8672
9,prediction,30.09040069580078,260.614144
9,autograd,326.0751953125,378.8672
9,prediction,30.342144012451172,260.614144
9,autograd,324.4964599609375,378.8672
9,prediction,30.235647201538086,260.614144
9,autograd,325.0677795410156,378.8672
9,prediction,30.422016143798828,260.614144
9,autograd,325.7579650878906,378.8672
9,prediction,30.224639892578125,260.614144
9,autograd,325.7579650878906,378.8672
9,prediction,30.249984741210938,260.614144
9,autograd,324.9007568359375,378.8672
9,prediction,30.332927703857422,260.614144
9,autograd,326.0242919921875,378.8672
9,prediction,31.889440536499023,260.614144
9,autograd,328.6210632324219,378.8672
9,prediction,31.03539276123047,260.614144
9,autograd,333.8649597167969,378.8672
9,prediction,31.650815963745117,260.614144
9,autograd,330.0505676269531,378.8672
9,prediction,30.943424224853516,260.614144
9,autograd,330.6844177246094,378.8672
9,prediction,31.31167984008789,260.614144
9,autograd,332.97918701171875,378.8672
9,prediction,30.9072322845459,260.614144
9,autograd,330.5789489746094,378.8672
9,prediction,31.09280014038086,260.614144
9,autograd,330.3074645996094,378.8672
9,prediction,30.96575927734375,260.614144
9,autograd,332.6228332519531,378.8672
9,prediction,31.03830337524414,260.614144
9,autograd,331.65814208984375,378.8672
9,prediction,30.913536071777344,260.614144
9,autograd,331.0008544921875,378.8672
9,prediction,31.11555290222168,260.614144
9,autograd,331.36126708984375,378.8672
9,prediction,31.037376403808594,260.614144
9,autograd,332.9034118652344,378.8672
9,prediction,31.059968948364258,260.614144
9,autograd,331.90380859375,378.8672
9,prediction,31.06915283203125,260.614144
9,autograd,335.08526611328125,378.8672
9,prediction,31.133663177490234,260.614144
9,autograd,329.0705871582031,378.8672
9,prediction,30.01958465576172,260.614144
9,autograd,330.1632080078125,378.8672
9,prediction,30.40118408203125,260.614144
9,autograd,324.8035888671875,378.8672
9,prediction,30.278656005859375,260.614144
9,autograd,327.8581848144531,378.8672
9,prediction,30.39027214050293,260.614144
9,autograd,326.18597412109375,378.8672
9,prediction,29.96531105041504,260.614144
9,autograd,325.3377990722656,378.8672
9,prediction,30.495424270629883,260.614144
9,autograd,325.78662109375,378.8672
9,prediction,30.448640823364258,260.614144
9,autograd,325.5459289550781,378.8672
9,prediction,30.49385643005371,260.614144
9,autograd,325.654541015625,378.8672
9,prediction,30.191648483276367,260.614144
9,autograd,325.49359130859375,378.8672
9,prediction,30.254112243652344,260.614144
9,autograd,325.7292785644531,378.8672
9,prediction,31.75116729736328,260.614144
9,autograd,330.29498291015625,378.8672
10,prediction,31.77302360534668,265.783296
10,autograd,364.9200744628906,407.99488
10,prediction,31.287071228027344,265.783296
10,autograd,368.24578857421875,407.99488
10,prediction,31.322111129760742,265.783296
10,autograd,367.94879150390625,407.99488
10,prediction,30.835712432861328,265.783296
10,autograd,365.1246032714844,407.99488
10,prediction,31.034175872802734,265.783296
10,autograd,365.8926086425781,407.99488
10,prediction,31.051776885986328,265.783296
10,autograd,368.078857421875,407.99488
10,prediction,31.331327438354492,265.783296
10,autograd,367.47686767578125,407.99488
10,prediction,30.98828887939453,265.783296
10,autograd,366.3749084472656,407.99488
10,prediction,31.21664047241211,265.783296
10,autograd,365.3017578125,407.99488
10,prediction,30.97702407836914,265.783296
10,autograd,365.5014343261719,407.99488
10,prediction,32.49766540527344,265.783296
10,autograd,368.5107727050781,407.99488
10,prediction,31.502399444580078,265.783296
10,autograd,368.08294677734375,407.99488
10,prediction,31.4388484954834,265.783296
10,autograd,365.6837158203125,407.99488
10,prediction,30.4619197845459,265.783296
10,autograd,365.8304138183594,407.99488
10,prediction,30.707679748535156,265.783296
10,autograd,360.53472900390625,407.99488
10,prediction,30.328832626342773,265.783296
10,autograd,360.44390869140625,407.99488
10,prediction,30.37615966796875,265.783296
10,autograd,359.68646240234375,407.99488
10,prediction,30.109792709350586,265.783296
10,autograd,358.81353759765625,407.99488
10,prediction,30.476287841796875,265.783296
10,autograd,359.7424621582031,407.99488
10,prediction,30.57859230041504,265.783296
10,autograd,359.745361328125,407.99488
10,prediction,30.57062339782715,265.783296
10,autograd,361.0664978027344,407.99488
10,prediction,30.21824073791504,265.783296
10,autograd,353.6527404785156,407.99488
10,prediction,30.95756721496582,265.783296
10,autograd,360.32232666015625,407.99488
10,prediction,30.75872039794922,265.783296
10,autograd,376.5893249511719,407.99488
10,prediction,31.438016891479492,265.783296
10,autograd,368.27423095703125,407.99488
10,prediction,31.17977523803711,265.783296
10,autograd,365.7342529296875,407.99488
10,prediction,31.274080276489258,265.783296
10,autograd,368.56939697265625,407.99488
10,prediction,31.343456268310547,265.783296
10,autograd,365.71746826171875,407.99488
10,prediction,31.3919677734375,265.783296
10,autograd,364.1776123046875,407.99488
10,prediction,30.9749755859375,265.783296
